fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category,feature_source
703,,"275824622",Strand bar,,,,,,,yes,,,,,,sports_centre,,,,,,,,,"""website""=>""http://exiles.com.mt""",Tas-Sliema,Yes,Recreation,polygon
704,,"275824623",,,,fountain,,,,,,,,,,,,,,,,,,,"""image""=>""https://photos.app.goo.gl/x67G7DAoCXuvNg7o9""",Tas-Sliema,Yes,Others,polygon
705,,"327792587",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
706,,"327792591",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
710,,"332515380",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Tas-Sliema,Yes,Recreation,polygon
711,,"339450810",Preluna Hotel,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""124"",""addr:postcode""=>""SLM 1605"",""addr:street""=>""Tower Road"",""check_date""=>""2025-06-26"",""fax""=>""+ 356 2134 2292"",""phone""=>""+356 2133 4001"",""stars""=>""4"",""toilets:wheelchair""=>""yes"",""website""=>""https://www.preluna.com/"",""wheelchair""=>""yes"",""wikidata""=>""Q111409444""",Tas-Sliema,Yes,Recreation,polygon
713,,"339457756",Garden Battery,,,,,,,yes,,,,,,,,bunker,,,,,,attraction,"""bunker_type""=>""gun_emplacement"",""surface""=>""concrete"",""wikidata""=>""Q1356945""",Tas-Sliema,Yes,Recreation,polygon
714,,"339457757",Garden Battery,,,,,,,yes,,,,,,,,bunker,,,,,,attraction,"""bunker_type""=>""gun_emplacement"",""surface""=>""concrete"",""wikidata""=>""Q1356945""",Tas-Sliema,Yes,Recreation,polygon
715,,"339459510",Fort Tigné,,,,,city_wall,,,,,castle,,,,,,,,,,,attraction,"""access""=>""no"",""castle_type""=>""fortress"",""construction""=>""yes"",""heritage""=>""2"",""name:ar""=>""حصن تيني"",""name:mt""=>""Forti Tigné"",""ref:nicpmi""=>""01345"",""wall""=>""castle_wall"",""wikimedia_commons""=>""Category:Fort Tigné"",""wikipedia""=>""en:Fort Tigné""",Tas-Sliema,Yes,Recreation,polygon
716,,"339460588",,,,,,,,office,,,,,,,,,,,,,,,"""addr:housename""=>""T1""",Tas-Sliema,Yes,Commuting to work,polygon
717,,"339461447",LAL Language School,,,school,,,,yes,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Education,polygon
718,,"339461449",Rocca Nettuno Suites,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 3052"",""addr:street""=>""Triq Mattew Pulis"",""fax""=>""+356 21336478"",""internet_access""=>""wlan"",""operator""=>""LABRANDA Hotels & Resorts"",""phone""=>""+356 2134 4932"",""stars""=>""4"",""swimming_pool""=>""yes"",""website""=>""http://www.roccanettunosuites.com""",Tas-Sliema,Yes,Recreation,polygon
719,,"339462506",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Tas-Sliema,Yes,Others,polygon
720,,"339462523",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
722,,"339462761",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
723,,"339462856",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
724,,"339463071",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Tas-Sliema,Yes,Others,polygon
725,,"340453194",,,,,,,,,,,,,,pitch,,,,,,,"soccer;basketball",,"""surface""=>""asphalt""",Tas-Sliema,Yes,Recreation,polygon
726,,"341316396",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
727,,"341316397",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
728,,"341413855",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Tas-Sliema,Yes,Recreation,polygon
729,,"341413861",,,,,,,,,,,,,,pitch,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
732,,"344782270",AM Language Studio,,,,,,,school,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""299"",""addr:postcode""=>""SLM 1054"",""addr:street""=>""Manwel Dimech Street""",Tas-Sliema,Yes,Education,polygon
735,,"352179825",Cambridge Battery,,,,,ditch,,,,,fort,,,,,,,,,,,attraction,"""alt_name""=>""Fort Cambridge"",""defensive_works""=>""battery"",""name:ar""=>""حصن كامبريدج"",""name:mt""=>""Batterija ta' Cambridge"",""wall""=>""castle_wall"",""wikidata""=>""Q1028285"",""wikipedia""=>""en:Cambridge Battery""",Tas-Sliema,Yes,Recreation,polygon
736,,"362399177",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
737,,"362399178",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
738,,"362399183",,,,fountain,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
740,,"377263712",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
754,,"412970566",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
755,,"412970567",Qui Si Sana,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""name:en""=>""Qui-si-Sana Beach, Sliema"",""name:pt""=>""Praia de Qui-si-Sana, Sliema""",Tas-Sliema,Yes,Recreation,polygon
756,,"412970568",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
757,,"412970569",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
760,,"429472188",REGENT HOUSE,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1640"",""addr:street""=>""Triq Bisazza"",""building:levels""=>""8"",""smoking""=>""outside""",Tas-Sliema,Yes,Commuting to work,polygon
768,,"448681944",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
788,,"452006866",,,,,,,,retail,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Shopping,polygon
797,,"452006883",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""access""=>""residents"",""layer""=>""2""",Tas-Sliema,Yes,Recreation,polygon
811,,"452010037",Skola Primarja Sliema,,,school,,,,,,,,,,,,,,,,,,,"""college""=>""Santa Klara"",""education_level""=>""primary"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Tas-Sliema,Yes,Education,polygon
812,,"452010039",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
813,,"452010040",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
815,,"452010044",St Patrick's Salesian School,,,school,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Education,polygon
822,,"454633766",,,,,,,,,,,,,,playground,,,,,,,,,"""access""=>""yes""",Tas-Sliema,Yes,Recreation,polygon
823,,"454633767",Compass Lounge,,,restaurant,,,,retail,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1000"",""addr:street""=>""Triq it-Torri"",""bar""=>""yes"",""check_date""=>""2025-06-26"",""contact:facebook""=>""https://www.facebook.com/TheCompassLounge/"",""contact:instagram""=>""https://www.instagram.com/thecompasslounge/"",""cuisine""=>""burger;pizza;sandwich;italian;seafood;fish_and_chips;fish;pasta;salad;coffee_shop;ice_cream;cake;dessert"",""description""=>""Terrace-style Mediterranean dining with a sea view. Open daily."",""diet:sourdough""=>""yes"",""diet:vegetarian""=>""yes"",""email""=>""thecompasslounge@gmail.com"",""internet_access""=>""wlan"",""opening_hours""=>""Mo-Su 07:00-02:00"",""phone""=>""+356 2713 7650"",""website""=>""https://thecompasslounge.com/""",Tas-Sliema,Yes,Shopping,polygon
825,,"454633782",The Road Devil Seafront,,,fast_food,,,,yes,,,,,,,,,,,,,,,"""cuisine""=>""international"",""smoking""=>""outside"",""takeaway""=>""yes""",Tas-Sliema,Yes,Recreation,polygon
827,,"463231127",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
828,,"463231128",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
831,,"463526197",Surfside Restaurant,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2025-06-26"",""cuisine""=>""pizza"",""email""=>""surfsidemalta@gmail.com"",""internet_access""=>""wlan"",""internet_access:fee""=>""no"",""mobile""=>""+356 7982 0340"",""name:ar""=>""سرف سايد"",""website""=>""https://surfsidemalta.com/"",""wheelchair""=>""no""",Tas-Sliema,Yes,Recreation,polygon
832,,"463827694",,,,,,,,school,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Education,polygon
833,,"469914462",,,,,,,,church,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
834,,"474739575",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
835,,"474739577",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
836,,"474739578",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
837,,"493735463",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
839,,"516084123",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""permissive"",""capacity""=>""11"",""fee""=>""no"",""supervised""=>""no"",""surface""=>""asphalt""",Tas-Sliema,Yes,Others,polygon
840,,"521111831",The Plaza Shopping Centre,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1640"",""addr:street""=>""Bisazza Street"",""website""=>""https://plaza-shopping.com/""",Tas-Sliema,Yes,Commuting to work,polygon
842,,"521658574",,,,,,,,hotel,,,,,,,,,,,,,,,"""building:levels""=>""9""",Tas-Sliema,Yes,Recreation,polygon
851,,"550946219",Exiles Club,,,bar,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM1601"",""addr:street""=>""Triq it-Torri"",""alt_name""=>""Paradise Exiles;Exiles Beach Bar;Exiles Beach Club; Paradise Exile Beach Bar;Paradise Exile Beach Club;Exiles Paradise"",""mobile""=>""+356 7966 1423"",""website""=>""https://www.facebook.com/paradisexiles/""",Tas-Sliema,Yes,Recreation,polygon
853,,"552442058",,,,,,,,yes,,,ruins,,,,,,,,,,,,"""surface""=>""concrete""",Tas-Sliema,Yes,Recreation,polygon
854,,"552460832",The Centre,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""TPO 0001"",""addr:street""=>""Pjazza Tigné"",""building:levels""=>""7"",""layer""=>""1"",""nohousenumber""=>""yes"",""smoking""=>""outside""",Tas-Sliema,Yes,Commuting to work,polygon
915,,"690026148",Garden Battery,,,,,,,yes,,,,,,,,bunker,,,,,,attraction,"""bunker_type""=>""gun_emplacement"",""level""=>""0"",""surface""=>""concrete""",Tas-Sliema,Yes,Recreation,polygon
916,,"690913665",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
918,,"690913667",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
930,,"902142734",Il-Gabbana,,,cafe,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1604"",""addr:street""=>""Triq Torri"",""check_date""=>""2025-06-26"",""contact:email""=>""info@ilgabbana.com"",""contact:facebook""=>""https://www.facebook.com/ilgabbana/"",""contact:instagram""=>""https://instagram.com/ilgabbana/"",""contact:phone""=>""+356 27011527"",""contact:twitter""=>""https://twitter.com/ilgabbana"",""contact:website""=>""https://www.ilgabbana.com/"",""internet_access""=>""wlan"",""internet_access:fee""=>""customers"",""level""=>""0"",""opening_hours""=>""Mo-Su 08:00-24:00"",""outdoor_seating""=>""yes"",""payment:mastercard""=>""yes"",""payment:visa""=>""yes"",""wheelchair""=>""yes""",Tas-Sliema,Yes,Recreation,polygon
931,,"908417351",,,,,,,,church,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
936,,"1071259930",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
940,,"1098362889",Saint Julian's Bay Court,,,,,,,yes,,,,,,,,,,,,,,apartment,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:street""=>""Triq Il-Kulleǵǵ l-Antik"",""internet_access""=>""wlan"",""internet_access:fee""=>""customers"",""operator""=>""Maltalingua"",""website""=>""https://www.maltalingua.com/""",Tas-Sliema,Yes,Recreation,polygon
1038,,"1184681563",Mason's Bistro,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Triq it-Torri"",""check_date""=>""2025-06-26"",""contact:facebook""=>""Masonscafe"",""cuisine""=>""barbecue;burger;fish;mediterranean"",""diet:vegan""=>""yes"",""diet:vegetarian""=>""yes"",""email""=>""masonsvince@gmail.com"",""opening_hours""=>""Mo-Sa 07:00-01:00; Su 07:00-24:00"",""website""=>""https://www.tripadvisor.com/Restaurant_Review-g190327-d7079993-Reviews-Mason_s_Bistro-Sliema_Island_of_Malta.html""",Tas-Sliema,Yes,Recreation,polygon
1051,,"1209789011",Sacrae Familiae Jesu,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:street""=>""Triq Karm Galea"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Tas-Sliema,Yes,Recreation,polygon
1092,,"1245501350",,,,fountain,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
1099,,"1328073898",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1103,,"1328073902",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1106,,"1328073905",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1110,,"1328073909",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1284,,"1333490928",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1286,,"1333490930",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1289,,"1333490933",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1323,,"1333673179",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1369,,"1333677861",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1370,,"1333677862",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1372,,"1333677864",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1396,,"1333682955",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1444,,"1334229971",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1445,,"1334229972",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1446,,"1334229973",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1447,,"1334229974",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1448,,"1334229975",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1449,,"1334229976",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1450,,"1334229977",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1451,,"1334229978",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1452,,"1334229979",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1453,,"1334229980",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1454,,"1334229981",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1455,,"1334229982",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1456,,"1334229983",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1457,,"1334229984",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1458,,"1334229985",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1459,,"1334229986",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1460,,"1334229987",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1461,,"1334229988",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1462,,"1334229989",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1463,,"1334229990",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1478,,"1335046131",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1484,,"1335046137",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1494,,"1335051161",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1495,,"1335054907",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1496,,"1335054908",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1497,,"1335055701",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1498,,"1335055702",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1499,,"1335055703",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1500,,"1335055704",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1501,,"1335055705",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1502,,"1335055706",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1503,,"1335055707",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1504,,"1335055708",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1505,,"1335055709",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1506,,"1335055710",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1507,,"1335056227",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1508,,"1335056228",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1509,,"1335056229",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1510,,"1335056230",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1511,,"1335056231",,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1531,,"1336421642",,,,parking,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others,polygon
1532,,"1336421643",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1533,,"1336421644",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1576,,"1336451906",,,,,,,,church,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1614,,"1339417216",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1615,,"1339417217",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1632,,"1339417234",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1649,,"1339418048",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1662,,"1339424345",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1684,,"1339425299",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1781,,"1339447319",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1799,,"1339450239",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1800,,"1339450240",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1828,,"1339453890",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1829,,"1339454899",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
1830,,"1339778753",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1853,,"1339778776",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1854,,"1339778777",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1855,,"1339778778",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1898,,"1339778821",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1899,,"1339778822",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1900,,"1339778823",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1901,,"1339778824",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1902,,"1339778825",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1919,,"1339778842",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1944,,"1339781485",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1946,,"1339781487",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1947,,"1339781488",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1948,,"1339781489",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1949,,"1339781490",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1950,,"1339781491",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1951,,"1339781492",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1957,,"1339781498",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1960,,"1339781501",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1980,,"1339782674",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
1994,,"1339782688",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2002,,"1339782740",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2012,,"1339783675",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2074,,"1339789695",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2075,,"1339789696",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2076,,"1339798305",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Tas-Sliema,Yes,Recreation,polygon
2093,,"1339798322",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Tas-Sliema,Yes,Recreation,polygon
2094,,"1339798323",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2095,,"1339798324",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2096,,"1339798325",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2131,,"1339802239",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2186,,"1339803545",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2237,,"1339813024",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2312,,"1339816621",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
2339,,"1339851654",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others,polygon
2356,,"1415439792",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Tas-Sliema,Yes,Others,polygon
2358,,"1424342168",,,,,,,,,,,,,,pitch,,,,,,,,,,Tas-Sliema,Yes,Recreation,polygon
