fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category
38927,,"579221677",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38928,,"579221678",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38929,,"579221679",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38930,,"579221680",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38931,,"579221681",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38932,,"579221682",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38933,,"579221683",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38934,,"579221684",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38935,,"579221685",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38936,,"585884149",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38938,,"594158298",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38939,,"596122433",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""fee""=>""yes"",""parking""=>""surface"",""surface""=>""gravel""",Marsaxlokk,Yes,Others
38940,,"628278832",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""parking""=>""surface""",Marsaxlokk,Yes,Others
38941,,"630928455",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38942,,"630928456",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38943,,"655058905",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38946,,"665793481",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38947,,"668888236",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38951,,"732026067",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38952,,"732026069",,,,,,,,detached,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38953,,"732026070",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38954,,"732026072",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38955,,"788189097",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38956,,"788189105",,,,,,,,detached,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38957,,"788189106",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38958,,"788189107",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38963,,"830781589",Delimara,,,fire_station,,,,,,,,,,,,,,,,,,,"""operator""=>""Civil Protection Department""",Marsaxlokk,Yes,Personal Errands
38965,,"910086816",,,,,,,,bunker,,,,,,,,bunker,,,,,,,"""description""=>""WW2 Gunpost"",""start_date""=>""1939""",Marsaxlokk,Yes,Others
38966,,"935712404",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38969,,"954024033",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38970,,"954024034",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38971,,"954024035",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38972,,"954024036",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Marsaxlokk,Yes,Others
38977,,"986181955",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38982,,"1015286435",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38983,,"1015286436",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38984,,"1015286437",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38985,,"1015286438",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38986,,"1015286439",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38987,,"1034322321",Kappella ta' San Pawl Nawfraġju,,,,,,,chapel,,,,,,,,,,,,,,,"""building:levels""=>""1"",""denomination""=>""roman_catholic"",""name:en""=>""Chapel of Saint Paul Shipwrecked"",""name:mt""=>""Kappella ta' San Pawl Nawfraġju"",""religion""=>""christian""",Marsaxlokk,Yes,Others
38988,,"1034322322",,,,,,,,yes,,,building,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38989,,"1034322323",,,,,,,,yes,,,building,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38990,,"1034322324",,,,,,,,farm_auxiliary,,,building,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38992,,"1089903979",,,,fire_station,,,,yes,,,,,,,,,,,,,,,"""operator""=>""Civil Protection Department""",Marsaxlokk,Yes,Personal Errands
39001,,"1162008768",,,,,,,,,,,,,,,,,beach,,,,,,,Marsaxlokk,Yes,Recreation
39002,,"1162008774",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""5""",Marsaxlokk,Yes,Others
39008,,"1165013308",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
39009,,"1165013309",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
39012,,"1165343610",,,,,,,,hotel,,,,,,,,,,,,,,,"""addr:housenumber""=>""18"",""addr:street""=>""Triq il-Luzzu""",Marsaxlokk,Yes,Others
39014,,"1176542361",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
39015,,"1178794346",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39016,,"1178794347",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39017,,"1178796682",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39018,,"1178796683",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39019,,"1178796684",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39020,,"1178796685",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39021,,"1178796686",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39022,,"1178796687",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39023,,"1178796688",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39024,,"1178796689",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39025,,"1178796690",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39026,,"1178796691",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39027,,"1178796692",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39028,,"1178796693",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39029,,"1178796694",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39030,,"1178796695",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39031,,"1178796696",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39032,,"1178796697",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39033,,"1178796698",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39034,,"1178796699",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39035,,"1178796700",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39036,,"1178796701",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39037,,"1178796702",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39038,,"1178796703",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39039,,"1178796704",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39040,,"1178796705",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39041,,"1178796706",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39042,,"1178796707",,,,,,,,,,,,,,,,,reef,,,,,,,Marsaxlokk,Yes,Others
39043,,"1178796708",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39044,,"1178796709",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39045,,"1178796710",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39046,,"1178796711",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39047,,"1178796712",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39048,,"1178796713",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39049,,"1178796714",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39050,,"1178796715",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39051,,"1178796716",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39052,,"1178796717",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39053,,"1178797569",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39054,,"1178797570",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39055,,"1178797571",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39056,,"1178797572",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39057,,"1178797573",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39058,,"1178797574",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39059,,"1178797575",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39060,,"1178797576",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39061,,"1178797577",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39062,,"1178797578",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39063,,"1178797579",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39064,,"1178797580",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39065,,"1178797581",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39066,,"1178797582",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39067,,"1178797583",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39068,,"1178797584",,,,,,,,,,,,,salt_pond,,,,,,,,,,,Marsaxlokk,Yes,Others
39069,,"1178800433",Xifer l-Infern,,,,,,,,,,,,,,,,beach,,,,,,"""surface""=>""rock""",Marsaxlokk,Yes,Recreation
39070,,"1180009367",Ras il-Fenek,,,,,,,,,,,,,,,,beach,,,,,,"""alt_name""=>""Ras il-Fniek"",""lifeguard""=>""no"",""supervised""=>""no"",""surface""=>""rock""",Marsaxlokk,Yes,Recreation
39071,,"1184664458",,,,,,,,apartments,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39073,,"1184668796",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
39075,,"1184668798",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39076,,"1184668800",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
39077,,"1193334942",,,,,,,,,,,wayside_shrine,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""inscription""=>""SUA SANTITA' PAPA LEONE XIII.
CON RESCRITTO DEL 12. AGOSTO 1884
CONCEDE 300. GIORNI D' INDULGENZA
APPLICABILE ANCHE ALLE ANIME DEL PURGATORIO
A TUTTI QUEI FEDELI CHE DIVOTAMENTE
E CON COUR CONTRITO RECITERANNO TRE CREDI
DINANZI QUESTA STATUA DEL SS. REDEN"",""openplaques:id""=>""58978"",""religion""=>""christian"",""start_date""=>""1884-12-14"",""wikimedia_commons""=>""File:Statwa tar-Redentur 3.jpg""",Marsaxlokk,Yes,Recreation
39085,,"1229630506",Tulliera,,,,,,,yes,,,,,,,,,,,,farm,,,"""website""=>""https://www.facebook.com/tullierafarmdeli/""",Marsaxlokk,Yes,Shopping
39086,,"1267183160",,,,,,,,apartments,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39087,,"1283289710",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housename""=>""Xifer"",""building:levels""=>""2""",Marsaxlokk,Yes,Others
39088,,"1305407422",,,,,,,,,,,,,,,,,beach,,,,,,,Marsaxlokk,Yes,Recreation
39089,,"1313755919",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39094,,"1313755930",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39097,,"1322073493",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39098,,"1322073494",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39099,,"1322073497",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
39100,,"1322834140",,,,,,,,ruins,,,,,,,,,,,,,,,"""wikidata""=>""Q133192314"",""wikimedia_commons""=>""Category:Villa Sans Souci, Marsaxlokk""",Marsaxlokk,Yes,Others
39102,,"1328751508",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""19""",Marsaxlokk,Yes,Others
39103,,"1328751509",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""2"",""parking_space""=>""disabled""",Marsaxlokk,Yes,Others
39104,,"1328751510",,,,parking_space,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39105,,"1328751511",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Marsaxlokk,Yes,Others
39106,,"1328751512",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""20""",Marsaxlokk,Yes,Others
39108,,"1343931638",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39109,,"1343931639",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Marsaxlokk,Yes,Others
39110,,"1343931640",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39111,,"1344018931",,,,parking_space,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39112,,"1344018935",,,,parking_space,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39116,,"1344985318",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39118,,"1347628208",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39119,,"1347628209",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39120,,"1347628210",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39121,,"1347628211",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39122,,"1347628212",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39127,,"1372027975",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39128,,"1372027976",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39130,,"1372027978",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39131,,"1372027979",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39132,,"1372027980",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39133,,"1372027981",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39134,,"1372027983",,,,parking_space,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39135,,"1372032089",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39137,,"1418025578",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39138,,"1418025579",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39139,,"1418025580",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39140,,"1418025581",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39141,,"1418025582",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39142,,"1418025584",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39143,,"1418025585",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39144,,"1418025586",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39145,,"1449612752",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
39151,,"1457083470",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39153,,"1457132098",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39154,,"1457132099",,,,waste_transfer_station,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
39155,,"1457445821",,,,,,,,,,,,,,,,,scrub,,,,,,,Marsaxlokk,Yes,Others
39157,"18649643",,,multipolygon,,,,,,,,,,,salt_pond,,,,,,,,,,,Wied il-Għajn,Yes,Others
39158,"18654463",,,multipolygon,,,,,,,,,,,salt_pond,,,,,,,,,,,Wied il-Għajn,Yes,Others
39159,,"33845996",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""surface""",Wied il-Għajn,Yes,Others
39160,,"136572444",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""covered""=>""no""",Wied il-Għajn,Yes,Recreation
39161,,"136572489",,,,,,,,retail,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39162,,"136701512",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""surface""",Wied il-Għajn,Yes,Others
39163,,"136705420",,,,recycling,,,,,,,,,,,,,,,,,,,"""recycling_type""=>""centre""",Wied il-Għajn,Yes,Others
39164,,"136705427",Marsascala Parish,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Wied il-Għajn,Yes,Recreation
39165,,"136705599",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""wastewater""",Wied il-Għajn,Yes,Others
39167,,"136705601",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""wastewater""",Wied il-Għajn,Yes,Others
39169,,"136709431",,,,,,,,,,,,,,park,,,,,,,,,,Wied il-Għajn,Yes,Recreation
39172,,"137843538",Il-Magħluq,,,,,,,,,,,,,nature_reserve,,,,,,,,,,Wied il-Għajn,Yes,Recreation
39173,,"137843547",,,,toilets,,,,yes,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no""",Wied il-Għajn,Yes,Personal Errands
39174,,"137843578",Grabiel,,,restaurant,,,,,,,,,,,,,,,,,,,"""internet_access""=>""wlan"",""opening_hours""=>""Mo-Su 09:00-22:30"",""phone""=>""+356 2163 6368"",""website""=>""http://www.grabielrestaurant.com/""",Wied il-Għajn,Yes,Recreation
39175,,"139125305",,,,,,,,,,,,,,pitch,,,,,,,,,,Wied il-Għajn,Yes,Recreation
39176,,"139125315",,,,,,,,industrial,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Commuting to work
39178,,"139125344",,,,parking,,,,,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39180,,"139125359",,,,,,,,office,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Commuting to work
39182,,"139428132",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Wied il-Għajn,Yes,Others
39186,,"139455324",,,,parking,,,,,,,,,,,,,,,,,,,"""charge""=>""3.00 EUR"",""fee""=>""yes"",""operator""=>""Tal-Familja Restaurant""",Wied il-Għajn,Yes,Others
39189,,"139718838",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39190,,"139897060",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Wied il-Għajn,Yes,Others
39191,,"141383212",,,,,,,,,,,,,meadow,,,,,,,,,,,Wied il-Għajn,Yes,Others
39192,,"144107276",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Wied il-Għajn,Yes,Others
39193,,"151368118",,,,,,,,,,,,,,garden,,,,,,,,,,Wied il-Għajn,Yes,Recreation
39195,,"151368120",,,,,,,,,,,,,,park,,,,,,,,,,Wied il-Għajn,Yes,Recreation
39204,,"151372862",Kappella Madonna tad-Dawl,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Wied il-Għajn,Yes,Recreation
39213,,"223392839",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Wied il-Għajn,Yes,Others
39215,,"223392843",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39216,,"223798781",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Wied il-Għajn,Yes,Others
39217,,"223798785",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39218,,"223798790",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39220,,"223798792",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39221,,"223798796",,,,,,,,,,,,,meadow,,,,,,,,,,,Wied il-Għajn,Yes,Others
39225,,"223798804",Spazju Rikreattiv Alfred Debono,,,,,,,,,,,,,park,,,,,,,,,"""access""=>""yes"",""playground:theme""=>""playground"",""surface""=>""paved""",Wied il-Għajn,Yes,Recreation
39226,,"223798806",,,,,,,,school,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39228,,"223806263",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39230,,"224945800",Torri Mamo,,,,,,,yes,,,building,,,,,,,,,,,,"""access""=>""customers"",""description""=>""Built as a fortified house by the Mamo family. Later integrated in the watch tower network."",""heritage""=>""2"",""int_name""=>""Mamo Tower"",""ref:nicpmi""=>""00043"",""start_date""=>""1657"",""website""=>""https://dinlarthelwa.org/heritage-sites/managed-heritage-sites/torri-mamo-marsascala/"",""wikidata""=>""Q2444657"",""wikimedia_commons""=>""Category:Mamo Tower"",""wikipedia""=>""en:Mamo Tower""",Wied il-Għajn,Yes,Others
39235,,"246692730",,,,parking,,,,,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39237,,"246692759",Kappella ta' San Nikola,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""name:en""=>""Saint Nicholas"",""religion""=>""christian"",""wikidata""=>""Q38610443""",Wied il-Għajn,Yes,Recreation
39238,,"247689399",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39239,,"247689403",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39240,,"247689410",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39245,,"260304655",,,,,,,,detached,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39251,,"277496981",Il-Park tal-Familja Sant' Antnin,,,,,,,,,,,,,park,,,,,,,,,"""addr:city""=>""Wied il-Għajn"",""addr:country""=>""MT"",""name:en""=>""Sant' Antnin Family Park"",""wikidata""=>""Q108730152"",""wikipedia""=>""en:Sant'Antnin Family Park""",Wied il-Għajn,Yes,Recreation
39252,,"279285774",,,,,,,,,,,,,,playground,,,,,,,,,"""access""=>""yes"",""addr:city""=>""Wied il-Għajn"",""addr:country""=>""MT""",Wied il-Għajn,Yes,Recreation
39255,,"315176972",,,,,,,,residential,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Visiting Someone
39257,,"315176977",,,,,,,,detached,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39258,,"315176979",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""access""=>""private"",""covered""=>""no""",Wied il-Għajn,Yes,Recreation
39262,,"327264531",,,,,,,,,,,,,farmyard,,,,,,,,,,,Wied il-Għajn,Yes,Others
39266,,"330089316",,,,,,,,farm,,,building,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39268,,"334804454",,,,,,,,farm,,,building,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39270,,"334804457",,,,parking,,,,,,,,,,,,,,,,,,,,Wied il-Għajn,Yes,Others
39273,,"334804467",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Wied il-Għajn,Yes,Recreation
39275,,"343440221",,,,,,,,bunker,,,,,,,,bunker,,,,,,,"""bunker_type""=>""pillbox""",Wied il-Għajn,Yes,Others
39276,,"343440226",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Wied il-Għajn,Yes,Others
39278,,"350785755",,,,,,,,,,,,,,,,,scrub,,,,,,,Wied il-Għajn,Yes,Others
